x,y
16.3805,48.0316
16.3809,48.0317
16.3811,48.0318
16.3854,48.0318
16.3808,48.0319
16.3812,48.0319
16.3808,48.032
16.3813,48.032
16.3776,48.0322
16.378,48.0322
16.3771,48.0323
16.3775,48.0324
16.3365,48.0326
16.3832,48.0328
16.3827,48.0329
16.3805,48.033
16.3805,48.033
16.3804,48.033
16.3802,48.033
16.3799,48.033
16.3796,48.0331
16.3795,48.0331
16.3817,48.0331
16.3795,48.0331
16.3791,48.0335
16.3821,48.0335
16.3811,48.0358
16.3797,48.0399
16.3921,48.0419
16.3251,48.0431
16.3307,48.0563
16.3529,48.0577
16.3815,48.0585
16.3811,48.0586
16.3809,48.0586
16.3808,48.0586
16.3804,48.0587
16.3802,48.0587
16.3818,48.0587
16.3787,48.059
16.3822,48.0591
16.3818,48.0593
16.3812,48.0595
16.3813,48.0596
16.379,48.0597
16.3793,48.0601
16.3811,48.0601
16.3808,48.0602
16.3795,48.0603
16.3804,48.0603
16.3801,48.0603
16.3798,48.0604
16.3288,48.0638
16.3583,48.0645
16.3581,48.0645
16.3585,48.0646
16.3584,48.0647
16.3584,48.0649
16.3585,48.0649
16.3546,48.0652
16.3569,48.0654
16.3566,48.0655
16.356,48.0658
16.3555,48.0661
16.3576,48.0663
16.3568,48.0664
16.3572,48.0675
16.3574,48.0677
16.3555,48.0679
16.3571,48.0679
16.3572,48.068
16.3571,48.068
16.3574,48.0682
16.3324,48.0685
16.3556,48.0686
16.3366,48.0687
16.3283,48.0689
16.3579,48.069
16.3558,48.0692
16.3573,48.0692
16.3576,48.0692
16.3574,48.0693
16.353,48.0701
16.3527,48.0705
16.3513,48.0705
16.3528,48.0706
16.3356,48.0709
16.3522,48.0711
16.3456,48.0718
16.3307,48.0724
16.3545,48.0728
16.3545,48.073
16.3291,48.0732
16.3289,48.0732
16.3545,48.0732
16.3548,48.0738
16.3516,48.074
16.3339,48.0752
16.3335,48.0752
16.3518,48.0763
16.3515,48.0764
16.3515,48.0764
16.3515,48.0765
16.3352,48.0766
16.3515,48.0767
16.3351,48.0768
16.3516,48.0769
16.3515,48.0773
16.3515,48.0774
16.3515,48.0774
16.325,48.0783
16.4276,48.0795
16.4273,48.0796
16.4293,48.0797
16.4293,48.0799
16.3287,48.08
16.3286,48.08
16.4294,48.0801
16.3283,48.0801
16.4294,48.0801
16.35,48.0803
16.3287,48.0803
16.3498,48.0803
16.3495,48.0803
16.3286,48.0803
16.3286,48.0803
16.3491,48.0804
16.3441,48.0804
16.3282,48.0805
16.4285,48.0805
16.4296,48.0805
16.3482,48.0805
16.3812,48.0805
16.3479,48.0805
16.3288,48.0806
16.3477,48.0806
16.3287,48.0806
16.3476,48.0806
16.3475,48.0806
16.3285,48.0807
16.4292,48.0807
16.3285,48.0807
16.4292,48.0807
16.3283,48.0808
16.3282,48.0808
16.3288,48.0809
16.3479,48.0809
16.3288,48.0809
16.3474,48.0809
16.3287,48.0809
16.3479,48.0809
16.3285,48.081
16.3289,48.0811
16.348,48.0811
16.3288,48.0812
16.348,48.0812
16.3797,48.0812
16.3287,48.0812
16.4298,48.0812
16.3795,48.0813
16.3283,48.0814
16.355,48.0814
16.3446,48.0814
16.3465,48.0814
16.3799,48.0814
16.347,48.0814
16.3793,48.0814
16.329,48.0814
16.3548,48.0814
16.4427,48.0463
16.4438,48.0464
16.4419,48.0467
16.4439,48.0467
16.4439,48.0469
16.4424,48.0469
16.4425,48.047
16.4433,48.047
16.4405,48.047
16.443,48.047
16.4428,48.0471
16.4546,48.0596
16.4545,48.0599
16.4549,48.0715
16.4571,48.072
16.4544,48.0724
16.4384,48.0737
16.45,48.0752
16.4512,48.0753
16.4555,48.076
16.4543,48.0761
16.4408,48.0767
16.4373,48.0773
16.4493,48.0776
16.4493,48.0781
16.4425,48.0782
16.4385,48.0783
16.4388,48.0789
16.4389,48.0796
16.447,48.0797
16.4329,48.0801
16.4388,48.0807
16.4493,48.0807
16.4437,48.0812
16.4422,48.0813
16.434,48.0815
16.4326,48.0815
16.4424,48.0815
16.4339,48.0817
16.4313,48.0818
16.4318,48.0819
16.4312,48.0821
16.4393,48.0822
16.4375,48.0822
16.4316,48.0822
16.4317,48.0826
16.4372,48.0831
16.4349,48.0833
16.431,48.0835
16.4309,48.0837
16.4313,48.0837
16.4309,48.0838
16.4326,48.0839
16.4311,48.084
16.4396,48.0843
16.4312,48.0852
16.4452,48.0853
16.442,48.0854
16.4418,48.0855
16.4418,48.0855
16.4458,48.0855
16.4416,48.0855
16.4415,48.0855
16.4414,48.0855
16.4345,48.0856
16.4412,48.0856
16.4488,48.086
16.4359,48.0861
16.4339,48.0862
16.4376,48.0863
16.4373,48.0864
16.4415,48.0881
16.4316,48.0885
16.4428,48.09
16.4429,48.0907
16.4427,48.0908
16.4537,48.0978
16.4529,48.0979
16.4534,48.0979
16.4549,48.098
16.4525,48.098
16.4564,48.0981
16.4565,48.0982
16.4525,48.0982
16.4518,48.0983
16.4522,48.0983
16.4519,48.0984
16.4509,48.0985
16.4516,48.0985
16.4308,48.1026
16.4308,48.1028
16.433,48.104
16.4437,48.1043
16.436,48.1058
16.4365,48.1059
16.4614,48.1059
16.4355,48.1059
16.4369,48.106
16.4614,48.106
16.4376,48.1061
16.4374,48.1061
16.4376,48.1062
16.4604,48.1063
16.4383,48.1065
16.438,48.1065
16.4604,48.1065
16.4386,48.1066
16.4603,48.1069
16.4369,48.107
16.4366,48.1071
16.4369,48.1071
16.4382,48.1071
16.4611,48.1071
16.4391,48.1072
16.4377,48.1073
16.4612,48.1073
16.461,48.1073
16.4396,48.1073
16.4376,48.1074
16.4393,48.1074
16.4377,48.1074
16.4361,48.1075
16.4398,48.1075
16.4375,48.1075
16.4396,48.1076
16.4359,48.1076
16.4355,48.1076
16.4399,48.1076
16.4372,48.1076
16.4397,48.1077
16.4372,48.1077
16.4612,48.1078
16.4368,48.1078
16.437,48.1079
16.436,48.1079
16.4402,48.1079
16.44,48.1079
16.4392,48.1079
16.4366,48.1079
16.436,48.1079
16.4391,48.108
16.4388,48.108
16.4352,48.108
16.4352,48.1081
16.435,48.1081
16.435,48.1082
16.4384,48.1082
16.4383,48.1083
16.4384,48.1083
16.4367,48.1083
16.4403,48.1083
16.4367,48.1084
16.4399,48.1084
16.4367,48.1084
16.4382,48.1085
16.4398,48.1085
16.44,48.1085
16.4345,48.1085
16.4369,48.1085
16.4617,48.1085
16.4377,48.1086
16.4615,48.1086
16.4395,48.1087
16.4613,48.1087
16.44,48.1087
16.4376,48.1087
16.4351,48.1088
16.4349,48.1088
16.4429,48.1088
16.4353,48.1089
16.439,48.1089
16.4354,48.1089
16.4415,48.1089
16.4611,48.1089
16.4405,48.1089
16.4374,48.109
16.4355,48.109
16.4603,48.109
16.3289,48.0815
16.3288,48.0815
16.3798,48.0815
16.3545,48.0816
16.3285,48.0816
16.4302,48.0816
16.43,48.0817
16.38,48.0817
16.329,48.0817
16.329,48.0818
16.3798,48.0818
16.3549,48.0818
16.3549,48.0819
16.3291,48.082
16.3288,48.0821
16.3288,48.0821
16.3551,48.0821
16.3791,48.0822
16.3551,48.0822
16.3285,48.0822
16.3551,48.0822
16.3551,48.0823
16.4287,48.0823
16.3292,48.0823
16.3291,48.0823
16.3289,48.0824
16.3562,48.0826
16.3562,48.0827
16.3565,48.0828
16.3562,48.0828
16.3565,48.0828
16.3563,48.0829
16.3888,48.0829
16.389,48.0829
16.3862,48.0829
16.3866,48.083
16.3489,48.0831
16.3485,48.0831
16.3858,48.0831
16.3868,48.0832
16.3885,48.0832
16.3887,48.0832
16.3447,48.0833
16.3896,48.0833
16.3258,48.0836
16.3861,48.0836
16.3531,48.0837
16.342,48.0842
16.3289,48.0843
16.3397,48.0844
16.3499,48.0844
16.3291,48.0844
16.3463,48.0844
16.3405,48.0846
16.3532,48.0849
16.3456,48.085
16.3441,48.0851
16.3456,48.0852
16.3456,48.0854
16.3456,48.0855
16.339,48.0858
16.4272,48.0859
16.3503,48.086
16.4287,48.086
16.3471,48.0862
16.3464,48.0862
16.3468,48.0862
16.3463,48.0863
16.3463,48.0863
16.3468,48.0866
16.3258,48.0866
16.4297,48.0867
16.4262,48.0867
16.4263,48.0867
16.3468,48.0867
16.3468,48.0868
16.4298,48.087
16.3475,48.087
16.3473,48.087
16.3291,48.087
16.4278,48.0871
16.4272,48.0875
16.4265,48.0878
16.427,48.0879
16.4268,48.0885
16.3495,48.0886
16.4273,48.0887
16.3479,48.0896
16.348,48.0897
16.3482,48.0897
16.3481,48.0897
16.3546,48.09
16.4154,48.0929
16.4234,48.096
16.418,48.0963
16.4101,48.0963
16.418,48.0964
16.418,48.0964
16.4099,48.0968
16.4241,48.0969
16.4105,48.0969
16.4237,48.0975
16.4247,48.0975
16.4216,48.0979
16.4246,48.098
16.4185,48.098
16.423,48.0981
16.4207,48.0982
16.4149,48.0982
16.4151,48.0982
16.4153,48.0982
16.4203,48.0983
16.4209,48.0983
16.4179,48.0984
16.4138,48.0984
16.418,48.0985
16.4237,48.0985
16.4184,48.0985
16.4234,48.0985
16.4138,48.0985
16.4135,48.0985
16.4218,48.0985
16.4138,48.0985
16.4238,48.0986
16.4227,48.0986
16.4183,48.0986
16.4178,48.0987
16.4188,48.0988
16.4242,48.0988
16.4214,48.0989
16.4227,48.0989
16.4213,48.0989
16.4176,48.0989
16.4216,48.0989
16.422,48.0991
16.4217,48.0991
16.4192,48.0993
16.4208,48.0993
16.4252,48.0993
16.4191,48.0995
16.4191,48.0996
16.4182,48.1
16.4224,48.1001
16.4176,48.1001
16.4173,48.1002
16.4171,48.1002
16.4262,48.1002
16.4196,48.1003
16.4176,48.1003
16.4211,48.1004
16.4208,48.1007
16.4204,48.1007
16.4197,48.1012
16.4273,48.1012
16.4209,48.1013
16.4277,48.1013
16.4279,48.1014
16.4271,48.1016
16.4271,48.1018
16.4277,48.1018
16.4188,48.1018
16.4279,48.1019
16.4215,48.1019
16.4282,48.102
16.4201,48.1021
16.4204,48.1023
16.4205,48.1023
16.4171,48.1023
16.3724,48.1032
16.417,48.1032
16.3999,48.1039
16.3999,48.104
16.3999,48.1041
16.3999,48.1042
16.3999,48.1049
16.3994,48.1053
16.3732,48.1065
16.3995,48.1069
16.4054,48.1075
16.3925,48.1076
16.3891,48.1077
16.3966,48.108
16.3739,48.108
16.3971,48.1082
16.397,48.1083
16.3714,48.1084
16.3727,48.1084
16.3719,48.1086
16.3942,48.1086
16.3711,48.1088
16.3736,48.1088
16.3734,48.1089
16.3582,48.1089
16.3729,48.109
16.3972,48.109
16.3727,48.1091
16.3733,48.1096
16.3652,48.1104
16.3661,48.1108
16.3643,48.1115
16.3677,48.1115
16.3689,48.1116
16.3694,48.1119
16.3578,48.1122
16.4426,48.109
16.4355,48.109
16.4388,48.109
16.4425,48.1091
16.4375,48.1091
16.4351,48.1091
16.4355,48.1091
16.4443,48.1091
16.4385,48.1091
16.4386,48.1091
16.435,48.1091
16.4431,48.1092
16.4358,48.1092
16.4378,48.1092
16.435,48.1092
16.4359,48.1092
16.4377,48.1092
16.4384,48.1092
16.4416,48.1092
16.4358,48.1093
16.4582,48.1093
16.4416,48.1093
16.4432,48.1093
16.4428,48.1093
16.4647,48.1094
16.4396,48.1094
16.436,48.1094
16.4447,48.1094
16.4379,48.1094
16.458,48.1094
16.4463,48.1094
16.4669,48.1094
16.4586,48.1094
16.4402,48.1095
16.4413,48.1095
16.4392,48.1096
16.4585,48.1096
16.4439,48.1096
16.4363,48.1096
16.4436,48.1096
16.465,48.1096
16.4434,48.1096
16.4403,48.1096
16.4464,48.1097
16.4578,48.1097
16.4582,48.1098
16.4388,48.1098
16.4464,48.1099
16.4455,48.1099
16.4437,48.1099
16.4399,48.11
16.4367,48.11
16.4382,48.11
16.4456,48.11
16.4465,48.11
16.444,48.11
16.4369,48.1101
16.444,48.1101
16.467,48.1101
16.4368,48.1101
16.4662,48.1101
16.4474,48.1101
16.4669,48.1101
16.4476,48.1101
16.4465,48.1101
16.444,48.1102
16.4663,48.1102
16.4458,48.1102
16.4667,48.1102
16.4475,48.1102
16.438,48.1102
16.467,48.1103
16.4628,48.1103
16.462,48.1103
16.4459,48.1103
16.4381,48.1103
16.4664,48.1103
16.4668,48.1103
16.437,48.1104
16.4385,48.1105
16.4665,48.1105
16.4461,48.1105
16.4473,48.1105
16.4616,48.1105
16.4485,48.1105
16.4371,48.1105
16.4486,48.1106
16.4432,48.1106
16.463,48.1106
16.4614,48.1106
16.446,48.1106
16.4483,48.1106
16.4378,48.1107
16.4483,48.1107
16.4429,48.1107
16.4482,48.1107
16.4461,48.1107
16.4498,48.1107
16.4444,48.1108
16.4442,48.1108
16.4625,48.1108
16.4426,48.1108
16.4631,48.1108
16.4457,48.1109
16.46,48.1109
16.4426,48.1109
16.4632,48.1109
16.4506,48.1109
16.4504,48.1109
16.448,48.111
16.4447,48.111
16.4482,48.111
16.4456,48.111
16.4512,48.1111
16.4454,48.1111
16.4428,48.1111
16.4455,48.1111
16.451,48.1111
16.4488,48.1111
16.4501,48.1111
16.451,48.1111
16.448,48.1112
16.45,48.1112
16.4452,48.1112
16.4454,48.1112
16.4448,48.1112
16.4483,48.1113
16.4495,48.1113
16.4477,48.1114
16.4496,48.1114
16.4482,48.1114
16.4629,48.1114
16.4463,48.1114
16.4503,48.1114
16.4476,48.1114
16.4465,48.1114
16.4492,48.1115
16.4503,48.1115
16.448,48.1115
16.4491,48.1115
16.4463,48.1115
16.4462,48.1115
16.4502,48.1115
16.4488,48.1115
16.463,48.1116
16.448,48.1116
16.4456,48.1117
16.4499,48.1117
16.4454,48.1117
16.4492,48.1117
16.4458,48.1118
16.4434,48.1119
16.4569,48.1119
16.4436,48.112
16.446,48.112
16.4494,48.112
16.4663,48.1121
16.4573,48.1121
16.4457,48.1121
16.4441,48.1122
16.4456,48.1123
16.4561,48.1124
16.4653,48.1125
16.4648,48.1126
16.4657,48.1126
16.4452,48.1126
16.4584,48.1127
16.4646,48.1127
16.4449,48.1128
16.4447,48.1129
16.4445,48.1131
16.4441,48.1131
16.4461,48.1132
16.4459,48.1133
16.4439,48.1133
16.4484,48.1133
16.4436,48.1133
16.4487,48.1134
16.4499,48.1134
16.4435,48.1134
16.4705,48.1134
16.4452,48.1135
16.445,48.1135
16.4702,48.1136
16.45,48.1136
16.4498,48.1136
16.4708,48.1137
16.4699,48.1137
16.4697,48.1137
16.4423,48.1138
16.4696,48.1138
16.4446,48.1138
16.4442,48.1138
16.4494,48.1138
16.4711,48.1138
16.4492,48.1139
16.4432,48.1139
16.4442,48.1139
16.4435,48.114
16.4496,48.1141
16.4437,48.1141
16.4679,48.1141
16.4665,48.1141
16.4429,48.1141
16.4698,48.1142
16.4447,48.1142
16.4697,48.1142
16.4433,48.1142
16.4446,48.1142
16.4499,48.1142
16.4449,48.1142
16.4699,48.1143
16.4489,48.1143
16.4443,48.1143
16.4423,48.1143
16.4681,48.1144
16.4445,48.1144
16.4442,48.1144
16.4487,48.1144
16.444,48.1144
16.442,48.1144
16.4426,48.1144
16.4439,48.1145
16.4498,48.1145
16.4422,48.1146
16.4433,48.1147
16.4436,48.1147
16.4413,48.1147
16.4485,48.1148
16.4432,48.1148
16.4671,48.1148
16.4672,48.1148
16.4429,48.1148
16.441,48.1148
16.4427,48.1148
16.4425,48.1149
16.45,48.115
16.4426,48.115
16.4425,48.115
16.4421,48.1151
16.4629,48.1151
16.4419,48.1151
16.4673,48.1152
16.4418,48.1153
16.4413,48.1153
16.4413,48.1154
16.4676,48.1157
16.4678,48.1159
16.457,48.1159
16.4569,48.1162
16.4561,48.1165
16.4692,48.1168
16.461,48.1169
16.458,48.117
16.4578,48.1171
16.4614,48.1171
16.4686,48.1178
16.4664,48.118
16.4612,48.1191
16.4602,48.1193
16.4599,48.1193
16.4612,48.1195
16.4622,48.1195
16.4704,48.1196
16.4564,48.1199
16.4693,48.1202
16.4576,48.1204
16.467,48.1205
16.4632,48.1205
16.4616,48.1207
16.458,48.1207
16.4573,48.1207
16.4673,48.1207
16.4692,48.1207
16.4673,48.1208
16.4575,48.1209
16.468,48.121
16.4676,48.121
16.4679,48.121
16.4578,48.1212
16.4676,48.1212
16.4607,48.1213
16.4696,48.1213
16.4587,48.1213
16.458,48.1213
16.4581,48.1214
16.4589,48.1214
16.4589,48.1215
16.4616,48.1215
16.4636,48.1215
16.4583,48.1216
16.4616,48.1216
16.4634,48.1217
16.4636,48.1217
16.4585,48.1218
16.4636,48.1218
16.4593,48.1219
16.4594,48.1219
16.4591,48.122
16.4588,48.1221
16.4598,48.1221
16.4594,48.1225
16.4598,48.1227
16.4706,48.1228
16.4604,48.1229
16.4716,48.1233
16.4694,48.1233
16.4616,48.1234
16.4695,48.1235
16.4616,48.1236
16.4718,48.1237
16.4608,48.1238
16.4726,48.1238
16.4601,48.124
16.4623,48.124
16.4728,48.1241
16.4726,48.1242
16.4604,48.1242
16.463,48.1246
16.4602,48.1246
16.4729,48.1246
16.4626,48.1246
16.4623,48.1247
16.4727,48.1247
16.4603,48.1247
16.4724,48.1247
16.4633,48.1248
16.4731,48.1249
16.4699,48.1249
16.4737,48.125
16.4727,48.1251
16.4733,48.1253
16.4702,48.1254
16.4704,48.1255
16.4704,48.1255
16.4743,48.1255
16.4728,48.1257
16.4737,48.1257
16.4727,48.1257
16.4723,48.1257
16.4743,48.1258
16.4712,48.1258
16.4735,48.1258
16.4728,48.1258
16.4734,48.1259
16.4739,48.1259
16.4729,48.1259
16.4736,48.126
16.4729,48.126
16.4614,48.1262
16.4638,48.1263
16.4631,48.1263
16.4747,48.1263
16.4614,48.1263
16.4628,48.1264
16.4645,48.1264
16.4751,48.1264
16.4752,48.1264
16.4742,48.1265
16.4599,48.1265
16.4614,48.1265
16.4616,48.1265
16.4602,48.1265
16.474,48.1265
16.4634,48.1265
16.4641,48.1265
16.4628,48.1266
16.4743,48.1266
16.4604,48.1267
16.4743,48.1267
16.4647,48.1267
16.4741,48.1267
16.46,48.1267
16.4637,48.1268
16.4626,48.1268
16.4734,48.1268
16.4624,48.1269
16.4617,48.127
16.4756,48.1271
16.4602,48.1271
16.4602,48.1273
16.46,48.1273
16.4675,48.1274
16.4745,48.1274
16.464,48.1274
16.4639,48.1274
16.464,48.1276
16.4746,48.1276
16.4591,48.1276
16.4642,48.1276
16.4589,48.1276
16.4595,48.1276
16.4586,48.1277
16.4585,48.1277
16.4584,48.1277
16.4593,48.1277
16.4581,48.1277
16.458,48.1278
16.4579,48.1278
16.4593,48.1278
16.4722,48.1278
16.4635,48.1278
16.4589,48.1278
16.4588,48.1278
16.4583,48.1278
16.4576,48.1279
16.4583,48.1279
16.4583,48.1279
16.3626,48.1124
16.3613,48.1124
16.3831,48.1124
16.3982,48.1125
16.3615,48.1126
16.3614,48.1126
16.3929,48.1126
16.3613,48.1126
16.3612,48.1126
16.3599,48.1128
16.3833,48.1128
16.3598,48.1128
16.3597,48.1128
16.3595,48.1129
16.3595,48.1129
16.3594,48.1129
16.3892,48.113
16.3834,48.113
16.3629,48.113
16.3634,48.113
16.3599,48.113
16.3598,48.113
16.3597,48.1131
16.3596,48.1131
16.3595,48.1131
16.3594,48.1132
16.3835,48.1132
16.3601,48.1132
16.36,48.1132
16.3597,48.1133
16.3601,48.1134
16.3598,48.1135
16.3837,48.1135
16.3597,48.1135
16.3597,48.1135
16.3881,48.114
16.3964,48.1141
16.3912,48.1141
16.384,48.1142
16.3902,48.1143
16.3956,48.1143
16.3868,48.1143
16.3924,48.1144
16.3902,48.1144
16.3842,48.1146
16.3889,48.1148
16.3953,48.1148
16.3536,48.1148
16.4014,48.1151
16.3945,48.1151
16.4036,48.1152
16.3995,48.1153
16.4,48.1154
16.3555,48.1155
16.3847,48.1155
16.3848,48.1157
16.3515,48.1157
16.3977,48.1158
16.3549,48.1159
16.3849,48.1159
16.3851,48.1159
16.3852,48.116
16.385,48.1161
16.3515,48.1161
16.3933,48.1161
16.3541,48.1162
16.394,48.1163
16.3919,48.1164
16.3915,48.1164
16.328,48.1165
16.391,48.1167
16.3537,48.1168
16.3269,48.1169
16.3908,48.1169
16.3907,48.1169
16.3268,48.117
16.3933,48.117
16.3909,48.1171
16.3865,48.1172
16.3282,48.1172
16.3283,48.1174
16.3911,48.1175
16.3963,48.1176
16.3912,48.1176
16.3861,48.1176
16.3914,48.1176
16.3864,48.1177
16.3937,48.1178
16.3961,48.1178
16.3492,48.1178
16.3888,48.118
16.3961,48.1181
16.3955,48.1181
16.3288,48.1182
16.3434,48.1182
16.3955,48.1183
16.3426,48.1183
16.3455,48.1183
16.3921,48.1185
16.3917,48.1186
16.3919,48.1187
16.3885,48.1187
16.341,48.1188
16.3964,48.1189
16.389,48.1191
16.3886,48.1191
16.34,48.1191
16.3882,48.1192
16.3889,48.1192
16.3906,48.1195
16.3903,48.12
16.3893,48.12
16.3311,48.1203
16.3372,48.1203
16.389,48.1203
16.3962,48.1203
16.3902,48.1203
16.3387,48.1204
16.3927,48.1204
16.3384,48.1205
16.3893,48.1205
16.3299,48.1205
16.3311,48.1206
16.3305,48.1206
16.3302,48.1207
16.3901,48.1207
16.3899,48.1211
16.3346,48.1211
16.3899,48.1212
16.3894,48.1212
16.3898,48.1212
16.3307,48.1213
16.3953,48.1213
16.3891,48.1213
16.3306,48.1213
16.3408,48.1214
16.3409,48.1215
16.3952,48.1216
16.333,48.1217
16.3328,48.1217
16.3327,48.1217
16.3943,48.1222
16.3896,48.1223
16.34,48.1225
16.3938,48.1228
16.3955,48.1229
16.391,48.123
16.3409,48.1231
16.391,48.1232
16.394,48.1237
16.336,48.1237
16.3949,48.1237
16.3348,48.1239
16.3346,48.1239
16.3899,48.1239
16.3312,48.124
16.3313,48.124
16.39,48.124
16.3946,48.124
16.388,48.124
16.3944,48.1241
16.3255,48.1244
16.389,48.1244
16.394,48.1244
16.3938,48.1245
16.3901,48.1246
16.3292,48.1247
16.3884,48.1248
16.3891,48.1251
16.3901,48.1253
16.3915,48.1254
16.3906,48.1258
16.3705,48.1291
16.3256,48.1305
16.327,48.1307
16.3271,48.1307
16.3263,48.1307
16.3972,48.1314
16.4234,48.1315
16.3268,48.1318
16.3544,48.1321
16.3265,48.1322
16.3271,48.1324
16.3251,48.1325
16.3273,48.1326
16.4145,48.1328
16.3274,48.1331
16.3254,48.1334
16.4099,48.1334
16.3272,48.1334
16.3257,48.1335
16.3266,48.1336
16.4121,48.1336
16.3273,48.1336
16.4116,48.1336
16.3266,48.1337
16.3257,48.1337
16.3265,48.1338
16.3273,48.1338
16.3265,48.134
16.3268,48.1341
16.3264,48.1341
16.3276,48.1342
16.3268,48.1342
16.4761,48.1279
16.4577,48.128
16.4761,48.1281
16.4752,48.1281
16.4753,48.1284
16.4743,48.1284
16.4751,48.1284
16.4647,48.1285
16.4776,48.1286
16.4778,48.1286
16.4769,48.1287
16.4769,48.1287
16.4677,48.1287
16.4766,48.1287
16.477,48.1289
16.475,48.1289
16.4768,48.129
16.4743,48.1291
16.4637,48.1291
16.464,48.1291
16.4752,48.1292
16.4748,48.1292
16.4749,48.1292
16.4755,48.1292
16.4677,48.1293
16.4784,48.1293
16.4756,48.1294
16.4773,48.1294
16.4756,48.1294
16.4778,48.1295
16.475,48.1295
16.4757,48.1296
16.4772,48.1296
16.4639,48.1297
16.4678,48.1297
16.4783,48.1297
16.4757,48.1298
16.478,48.1298
16.4758,48.13
16.4758,48.1302
16.4757,48.1302
16.4749,48.1302
16.4782,48.1302
16.4641,48.1303
16.4631,48.1303
16.4761,48.1303
16.4628,48.1305
16.4759,48.1305
16.4754,48.1306
16.477,48.1306
16.4666,48.1307
16.477,48.1307
16.4645,48.1308
16.4448,48.1309
16.4648,48.1309
16.4622,48.1309
16.4753,48.1311
16.4641,48.1311
16.4679,48.1313
16.4629,48.1313
16.4622,48.1315
16.4669,48.1315
16.4664,48.1316
16.4449,48.1317
16.467,48.1318
16.4382,48.1318
16.4659,48.1318
16.4448,48.1318
16.4757,48.1318
16.4438,48.1319
16.4431,48.1319
16.4803,48.1319
16.4428,48.1319
16.433,48.1319
16.465,48.1319
16.4757,48.132
16.4674,48.132
16.4655,48.132
16.4735,48.132
16.4799,48.132
16.4381,48.1321
16.4648,48.1321
16.4795,48.1322
16.4362,48.1322
16.467,48.1323
16.4759,48.1323
16.4339,48.1323
16.4804,48.1324
16.4779,48.1324
16.4755,48.1325
16.4784,48.1325
16.4751,48.1326
16.4805,48.1326
16.4785,48.1327
16.4769,48.1328
16.4786,48.1329
16.467,48.1329
16.4335,48.1329
16.4359,48.1329
16.4358,48.1329
16.4357,48.1329
16.4774,48.1329
16.4763,48.1329
16.436,48.1329
16.4391,48.133
16.4351,48.133
16.4771,48.133
16.4338,48.133
16.4758,48.1331
16.4776,48.1331
16.4419,48.1331
16.4785,48.1331
16.442,48.1331
16.4756,48.1331
16.4772,48.1332
16.4754,48.1332
16.4364,48.1332
16.4798,48.1333
16.4385,48.1333
16.4794,48.1333
16.4773,48.1333
16.4796,48.1334
16.4739,48.1334
16.479,48.1334
16.4793,48.1335
16.4764,48.1335
16.4357,48.1335
16.4359,48.1335
16.4365,48.1335
16.4795,48.1335
16.4764,48.1336
